
"Module version","Module version"
"--","--"
"Amazon Pay button in minicart","Amazon Pay button in minicart"
"An unsupported currency is currently selected. Please review our configuration guide.","An unsupported currency is currently selected. Please review our configuration guide."
"You will be registering for a %1 account based on the base currency of your shop (%2).","You will be registering for a %1 account based on the base currency of your shop (%2)."
"Get started with account registration","Register or Connect an Amazon Pay Account"
"My account is ready, I need to connect it to Magento","My account is ready, I need to connect it to Magento"
"or","or"
"I've already setup Pay with Amazon, I want to edit my settings","I've already setup Amazon Pay, I want to edit my settings"
"Back to register or connect an account","Back to register or connect an account"
"Updating your config with new keys, please wait...","Updating your config with new keys, please wait..."
"In order to enable automatic account configuration using Amazon's secure key exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin.","In order to enable automatic account configuration using Amazon's secure key exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin."
"Paste JSON credentials here","Paste JSON credentials here"
"Save Credentials","Save Credentials"
"Valid JSON credentials are required.","Valid JSON credentials are required."
"Action is not available","Action is not available"
"Error processing Amazon Login","Error processing Amazon Login"
"A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop.","A store account for this email address already exists. Please enter your store account password to log in without leaving the store."
"Login with Amazon","Login with Amazon"
"With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop.","With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop."
"Securely login into our website using your existing Amazon details.","Securely login to our website using your existing Amazon details."
"Welcome back!","Welcome back!"
"Continue as Guest","Continue as Guest"
"the email address for your Amazon account is invalid","The email address for your Amazon account is invalid."
"* Required Fields","* Required Fields"
"Password","Password"
"Ok","Ok"
"Forgot Your Password?","Forgot Your Password?"
"Login with Amazon available in authentication popup","Login with Amazon available in authentication popup"
"You will be redirected shortly...","You will be redirected shortly..."
"If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method.","If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method."
"Amazon authorize invalid state : %1 with reason %2","Unexpected state for the Amazon Pay authorization. State: %1, Reason code: %2"
"Amazon capture declined : %1","Amazon Pay declined the capture. Reason code: %1"
"Amazon capture invalid state : %1 with reason %2","Unexpected state for the Amazon Pay capture. State: %1, Reason code: %2"
"Amazon refund invalid state : %1 with reason %2","Unexpected state for the Amazon Pay refund. State: %1, Reason code: %2"
"the country for your address is not allowed for this store","The country associated with your address is not allowed for this store."
"Unfortunately it is not possible to use Amazon Pay for this order, please choose another payment method.","Unfortunately it is not possible to use Amazon Pay for this order, please choose another payment method."
"There has been a problem with the selected payment method on your Amazon account. Please choose another one.","There has been a problem with the selected payment method on your Amazon account. Please choose another one."
"The currency selected is not supported by Amazon Pay","The currency selected is not supported by Amazon Pay on this store."
"Captured amount of %1 online","Captured amount of %1 online."
"Declined amount of %1 online","Online Capture of amount %1 was declined."
"Capture declined","Capture declined"
"Capture declined for Order <a href=""%2"">#%1</a>","Capture declined for Order <a href=""%2"">#%1</a>"
"Capture pending approval from the payment gateway","Capture pending approval from the payment gateway. Please check back later."
"Could not find the ""multiline_count"" config of the ""street"" Customer address attribute.","Could not find the ""multiline_count"" config of the ""street"" Customer address attribute."
"Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account.","Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account."
"Simulate Payment Scenarios","Simulate Payment Scenarios"
"Amazon could not process your request.","Amazon Pay could not process your request. Please try again."
"Please select a payment method.","Please select a payment method."
"Your session has expired, please reload the page and try again.","Your session has expired, please reload the page and try again."
"Return to standard checkout","Return to standard checkout"
"Your transaction with Amazon Pay is currently being validated. Please be aware that we will inform you shortly as needed.","Your transaction with Amazon Pay is currently being validated. Please be aware that we will inform you shortly as needed."
"In order to reset your password, please <a href=""%1"">Sign Out</a> and click on “Forgot Your Password?” from the Sign In page","In order to reset your password, please <a href=""%1"">Sign Out</a> and click on “Forgot Your Password?” from the Sign In page"
"The selected payment method is not available for this transaction. Please select another one or add a new payment method to the wallet widget.","The selected payment method is not available for this transaction. Please select another one or add a new payment method to the wallet widget."
"No payment instrument has been selected for this order, please try to refresh the page or add a new payment instrument in the wallet widget.","No payment instrument has been selected for this order, please try to refresh the page or add a new payment instrument in the wallet widget."
"The order failed due to a technical error, please select another payment method or contact our support.","The order failed due to a technical error, please select another payment method or contact our support."
"or continue with Standard Checkout","or continue with Standard Checkout"
